lon,lat,LCOE,max_elc,demand,co2,region,up_id,down_id,right_id,left_id,right_distance,left_distance,up_distance,down_distance,site_id,co2_cost
-99,78,0.028651984615384613,9761040.8129,1.038271312,0.0,R135,R136,R134,R147,R124,69.64969359892991,69.64969359892991,334.96875330760315,334.8967322749505,R135,50
-99,81,0.025884733333333333,4031340.2998,0.0,0.0,R136,R-999,R135,R148,R-999,52.40820108893749,,,334.96875330760315,R136,50
-96,48,0.03716963684210526,12140617.7315,0.0,0.0,R137,R138,R-999,R149,R125,223.86193577281125,223.86193577281125,333.65812705441493,,R137,50
-96,51,0.04075768103448276,49948398.5524,100133.6226,48050.0,R138,R139,R137,R150,R126,210.57850274610283,210.57850274610283,333.8303058578461,333.65812705441493,R138,50
-96,54,0.044666649375,41470790.6837,2997.111726,0.0,R139,R140,R138,R151,R127,196.71261177762548,196.71261177762548,333.9978578481248,333.8303058578461,R139,50
-96,57,0.040455091390728476,43141057.3584,2009.432543,0.0,R140,R141,R139,R152,R128,182.3019064120754,182.3019064120754,334.15893324043475,333.9978578481248,R140,50
-96,60,0.028793113076923078,52051832.2058,401.3390564,0.0,R141,R142,R140,R153,R129,167.3856623320569,167.3856623320569,334.3117494138862,334.15893324043475,R141,50
-96,63,0.027406579831932773,49493285.1714,212.0905126,0.0,R142,R143,R141,R154,R130,152.00468545469397,152.00468545469397,334.45461121896113,334.3117494138862,R142,50
-96,66,0.028057434862385322,44461712.1542,0.188776602,0.0,R143,R144,R142,R155,R131,136.2012022570748,136.2012022570748,334.5859304616568,334.45461121896113,R143,50
-96,69,0.030965163953488375,32293536.7937,0.0,0.0,R144,R145,R143,R156,R132,120.01874256123294,120.01874256123294,334.70424431105016,334.5859304616568,R144,50
-96,72,0.03411448181818182,22734160.8397,0.0,0.0,R145,R146,R144,R157,R133,103.5020151220522,103.5020151220522,334.80823238428104,334.70424431105016,R145,50
-96,75,0.03354609074074074,18885421.5063,0.0,0.0,R146,R147,R145,R158,R134,86.69677647368049,86.69677647368049,334.8967322749505,334.80823238428104,R146,50
-96,78,0.037506739534883725,13700473.064,0.0,0.0,R147,R148,R146,R159,R135,69.64969359892991,69.64969359892991,334.96875330760315,334.8967322749505,R147,50
-96,81,0.03022051304347826,5360094.4328000005,0.0,0.0,R148,R-999,R147,R160,R136,52.40820108893749,52.40820108893749,,334.96875330760315,R148,50
-93,48,0.03803434857142857,20307568.631,55.40593276,0.0,R149,R150,R-999,R161,R137,223.86193577281125,223.86193577281125,333.65812705441493,,R149,50
-93,51,0.043273635519125685,48930292.3922,0.0,103410.0,R150,R151,R149,R162,R138,210.57850274610283,210.57850274610283,333.8303058578461,333.65812705441493,R150,50
-93,54,0.045211935625,41460864.0644,0.0,0.0,R151,R152,R150,R163,R139,196.71261177762548,196.71261177762548,333.9978578481248,333.8303058578461,R151,50
-93,57,0.037966033333333336,40114511.2827,0.0,0.0,R152,R153,R151,R164,R140,182.3019064120754,182.3019064120754,334.15893324043475,333.9978578481248,R152,50
-93,60,0.02743935238095238,8993060.7444,0.0,0.0,R153,R154,R152,R203,R141,668.6815158252787,167.3856623320569,334.3117494138862,334.15893324043475,R153,50
-93,63,0.026569778640776698,44911455.8325,0.0,0.0,R154,R155,R153,R165,R142,152.00468545469397,152.00468545469397,334.45461121896113,334.3117494138862,R154,50
-93,66,0.027837848484848483,41307854.0433,0.0,0.0,R155,R156,R154,R166,R143,136.2012022570748,136.2012022570748,334.5859304616568,334.45461121896113,R155,50
-93,69,0.031893483516483516,33347620.3833,0.0,0.0,R156,R157,R155,R167,R144,120.01874256123294,120.01874256123294,334.70424431105016,334.5859304616568,R156,50
-93,72,0.030008998245614035,22299292.1785,0.0,0.0,R157,R158,R156,R168,R145,103.5020151220522,103.5020151220522,334.80823238428104,334.70424431105016,R157,50
-93,75,0.033241876000000004,17727007.7281,0.0,0.0,R158,R159,R157,R169,R146,86.69677647368049,86.69677647368049,334.8967322749505,334.80823238428104,R158,50
-93,78,0.070927565,9065281.72531,0.0,0.0,R159,R160,R158,R170,R147,69.64969359892991,69.64969359892991,334.96875330760315,334.8967322749505,R159,50
-93,81,0.04102552162162162,3183885.55835,0.0,0.0,R160,R-999,R159,R171,R148,52.40820108893749,52.40820108893749,,334.96875330760315,R160,50
-90,48,0.04205061648351648,24416781.7549,11993.82704,211880.0,R161,R162,R-999,R172,R149,223.86193577281125,223.86193577281125,333.65812705441493,,R161,50
-90,51,0.04268018228571428,47588854.2006,2805.125921,0.0,R162,R163,R161,R173,R150,210.57850274610283,210.57850274610283,333.8303058578461,333.65812705441493,R162,50
-90,54,0.04113884238410596,42252514.8718,248.1468437,0.0,R163,R164,R162,R174,R151,196.71261177762548,196.71261177762548,333.9978578481248,333.8303058578461,R163,50
-90,57,0.03544167710843374,26861827.1824,142.8094996,0.0,R164,R165,R163,R175,R152,182.3019064120754,182.3019064120754,668.4706826543209,333.9978578481248,R164,50
-90,63,0.026676564,20867781.326700002,346.5938417,0.0,R165,R166,R164,R176,R154,152.00468545469397,152.00468545469397,334.45461121896113,668.4706826543209,R165,50
-90,66,0.028374021238938053,45707490.2205,107.1307218,0.0,R166,R167,R165,R177,R155,136.2012022570748,136.2012022570748,334.5859304616568,334.45461121896113,R166,50
-90,69,0.02928542933333333,29114653.182099998,200.0088101,0.0,R167,R168,R166,R178,R156,120.01874256123294,120.01874256123294,334.70424431105016,334.5859304616568,R167,50
